GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
DPAGT1	HsaALTA0002615-2/2	chr11:118968565-118968753	118	chr11:118969113,118968565-118968753+118968635	Alt3	100.00	Fail	96.15	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
DPAGT1	HsaALTA0002616-1/2	chr11:118971728-118971757	0	chr11:118972205,118971728-118971848+118971757	Alt3	0.00	Fail	11.25	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
DPAGT1	HsaALTA0002616-2/2	chr11:118971728-118971848	91	chr11:118972205,118971728-118971848+118971757	Alt3	100.00	Fail	88.75	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
DPAGT1	HsaALTA0002617-1/2	chr11:118971340-118971553	0	chr11:118971728,118971340-118971587+118971553	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DPAGT1	HsaALTA0002617-2/2	chr11:118971340-118971587	34	chr11:118971728,118971340-118971587+118971553	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DPAGT1	HsaALTA0002618-1/2	chr11:118970972-118971118	0	chr11:118971340,118970972-118971119+118971118	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass
DPAGT1	HsaALTA0002618-2/2	chr11:118970972-118971119	1	chr11:118971340,118970972-118971119+118971118	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass
HINFP	HsaALTA0003995-1/2	chr11:119003599-119003636	0	chr11:119003491,119003599+119003574-119003636	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
HINFP	HsaALTA0003995-2/2	chr11:119003574-119003636	25	chr11:119003491,119003599+119003574-119003636	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
HINFP	HsaALTA0003996-1/2	chr11:118999061-118999158	0	chr11:118997835,118999061+118999036-118999158	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HINFP	HsaALTA0003996-2/2	chr11:118999036-118999158	25	chr11:118997835,118999061+118999036-118999158	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUCLG2	HsaALTA0008344-1/2	chr3:67459289-67459455	0	chr3:67546222,67459289-67459458+67459455	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
SUCLG2	HsaALTA0008344-2/2	chr3:67459289-67459458	3	chr3:67546222,67459289-67459458+67459455	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
IL16	HsaALTA0004241-1/2	chr15:81598764-81598886	0	chr15:81598507,81598764+81598761-81598886	Alt3	47.06	Fail	41.67	Pass	12.50	Fail	14.63	Pass	50.49	Pass	15.62	Pass
IL16	HsaALTA0004241-2/2	chr15:81598761-81598886	3	chr15:81598507,81598764+81598761-81598886	Alt3	52.94	Fail	58.33	Pass	87.50	Fail	85.37	Pass	49.51	Pass	84.38	Pass
C2CD2L	HsaALTA0001245-1/2	chr11:118984347-118984380	0	chr11:118983584,118984347+118984321-118984380	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass
C2CD2L	HsaALTA0001245-2/2	chr11:118984321-118984380	26	chr11:118983584,118984347+118984321-118984380	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass
C2CD2L	HsaALTA0001246-1/2	chr11:118984565-118984698	0	chr11:118984422,118984565+118984562-118984698	Alt3	87.50	Fail	100.00	Fail	100.00	Fail	NA	Fail	91.30	Fail	81.08	Pass
C2CD2L	HsaALTA0001246-2/2	chr11:118984562-118984698	3	chr11:118984422,118984565+118984562-118984698	Alt3	12.50	Fail	0.00	Fail	0.00	Fail	NA	Fail	8.70	Fail	18.92	Pass
RSPH9	HsaALTA0007419-1/2	chr6:43623344-43623428	0	chr6:43618277,43623344+43623299-43623428	Alt3	5.26	Pass	0.00	Pass	4.76	Pass	0.00	Pass	7.29	Pass	0.00	Pass
RSPH9	HsaALTA0007419-2/2	chr6:43623299-43623428	45	chr6:43618277,43623344+43623299-43623428	Alt3	94.74	Pass	100.00	Pass	95.24	Pass	100.00	Pass	92.71	Pass	100.00	Pass
GTPBP2	HsaALTA0003859-1/3	chr6:43592351-43592395	0	chr6:43592625,43592351-43592466+43592399+43592395	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
GTPBP2	HsaALTA0003859-2/3	chr6:43592351-43592399	4	chr6:43592625,43592351-43592466+43592399+43592395	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
GTPBP2	HsaALTA0003859-3/3	chr6:43592351-43592466	71	chr6:43592625,43592351-43592466+43592399+43592395	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
GTPBP2	HsaALTA0003860-1/2	chr6:43591670-43591795	0	chr6:43592247,43591670-43591805+43591795	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
GTPBP2	HsaALTA0003860-2/2	chr6:43591670-43591805	10	chr6:43592247,43591670-43591805+43591795	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
GTPBP2	HsaALTA0003861-1/2	chr6:43594069-43594123	0	chr6:43594659,43594069-43594147+43594123	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
GTPBP2	HsaALTA0003861-2/2	chr6:43594069-43594147	24	chr6:43594659,43594069-43594147+43594123	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
AFF1	HsaALTA0000265-1/3	chr4:88010733-88010842	0	chr4:88005316,88010733+88010697+88010689-88010842	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
AFF1	HsaALTA0000265-2/3	chr4:88010697-88010842	36	chr4:88005316,88010733+88010697+88010689-88010842	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	50.00	Fail
AFF1	HsaALTA0000265-3/3	chr4:88010689-88010842	44	chr4:88005316,88010733+88010697+88010689-88010842	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	50.00	Fail
AFF1	HsaALTA0000266-1/2	chr4:88055626-88055846	0	chr4:88053560,88055626+88055623-88055846	Alt3	0.00	Pass	6.67	Pass	4.60	Pass	8.55	Pass	2.42	Pass	4.88	Pass
AFF1	HsaALTA0000266-2/2	chr4:88055623-88055846	3	chr4:88053560,88055626+88055623-88055846	Alt3	100.00	Pass	93.33	Pass	95.40	Pass	91.45	Pass	97.58	Pass	95.12	Pass
AFF1	HsaALTA0000267-1/2	chr4:88005275-88005316	0	chr4:87968746,88005275+88005272-88005316	Alt3	4.55	Fail	12.12	Pass	17.14	Pass	8.71	Pass	5.49	Pass	20.87	Pass
AFF1	HsaALTA0000267-2/2	chr4:88005272-88005316	3	chr4:87968746,88005275+88005272-88005316	Alt3	95.45	Fail	87.88	Pass	82.86	Pass	91.29	Pass	94.51	Pass	79.13	Pass
FIBP	HsaALTA0003364-1/2	chr11:65652588-65652607	0	chr11:65653001,65652588-65652657+65652607	Alt3	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
FIBP	HsaALTA0003364-2/2	chr11:65652588-65652657	50	chr11:65653001,65652588-65652657+65652607	Alt3	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
FIBP	HsaALTA0003365-1/2	chr11:65653005-65653123	0	chr11:65653793,65653005-65653134+65653123	Alt3	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.74	Pass
FIBP	HsaALTA0003365-2/2	chr11:65653005-65653134	11	chr11:65653793,65653005-65653134+65653123	Alt3	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	99.26	Pass
BANP	HsaALTA0000883-1/2	chr16:88041608-88041793	0	chr16:88039871,88041608+88041605-88041793	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BANP	HsaALTA0000883-2/2	chr16:88041605-88041793	3	chr16:88039871,88041608+88041605-88041793	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PPP1CA	HsaALTA0006598-1/2	chr11:67168539-67168670	0	chr11:67169199,67168539-67168703+67168670	Alt3	96.88	Pass	100.00	Pass	91.49	Pass	100.00	Pass	100.00	Pass	99.04	Pass
PPP1CA	HsaALTA0006598-2/2	chr11:67168539-67168703	33	chr11:67169199,67168539-67168703+67168670	Alt3	3.12	Pass	0.00	Pass	8.51	Pass	0.00	Pass	0.00	Pass	0.96	Pass
PPP1CA	HsaALTA0006599-1/2	chr11:67168162-67168290	0	chr11:67168539,67168162-67168390+67168290	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PPP1CA	HsaALTA0006599-2/2	chr11:67168162-67168390	100	chr11:67168539,67168162-67168390+67168290	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
HCFC1	HsaALTA0003909-1/2	chrX:153217965-153218409	0	chrX:153219058,153217965-153218541+153218409	Alt3	60.00	Fail	76.92	Fail	20.00	Fail	100.00	Pass	100.00	Fail	72.73	Fail
HCFC1	HsaALTA0003909-2/2	chrX:153217965-153218541	132	chrX:153219058,153217965-153218541+153218409	Alt3	40.00	Fail	23.08	Fail	80.00	Fail	0.00	Pass	0.00	Fail	27.27	Fail
HCFC1	HsaALTA0003910-1/2	chrX:153217292-153217609	0	chrX:153217965,153217292-153217612+153217609	Alt3	95.00	Fail	100.00	Fail	85.71	Fail	100.00	Pass	95.52	Pass	100.00	Pass
HCFC1	HsaALTA0003910-2/2	chrX:153217292-153217612	3	chrX:153217965,153217292-153217612+153217609	Alt3	5.00	Fail	0.00	Fail	14.29	Fail	0.00	Pass	4.48	Pass	0.00	Pass
RASGRP1	HsaALTA0007012-1/2	chr15:38793576-38793636	0	chr15:38794513,38793576-38793641+38793636	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RASGRP1	HsaALTA0007012-2/2	chr15:38793576-38793641	5	chr15:38794513,38793576-38793641+38793636	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MRPL52	HsaALTA0005343-1/2	chr14:23299262-23299319	0	chr14:23299149,23299262+23299259-23299319	Alt3	30.23	Pass	29.41	Pass	26.67	Pass	17.65	Fail	20.69	Pass	1.82	Pass
MRPL52	HsaALTA0005343-2/2	chr14:23299259-23299319	3	chr14:23299149,23299262+23299259-23299319	Alt3	69.77	Pass	70.59	Pass	73.33	Pass	82.35	Fail	79.31	Pass	98.18	Pass
EFEMP2	HsaALTA0002778-1/2	chr11:65635777-65635860	0	chr11:65635981,65635777-65635892+65635860	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EFEMP2	HsaALTA0002778-2/2	chr11:65635777-65635892	32	chr11:65635981,65635777-65635892+65635860	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TAF15	HsaALTA0008434-1/2	chr17:34147170-34147243	0	chr17:34147079,34147170+34147168-34147243	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass
TAF15	HsaALTA0008434-2/2	chr17:34147168-34147243	2	chr17:34147079,34147170+34147168-34147243	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass
FAM21C	HsaALTA0003160-1/2	chr10:46252460-46252587	0	chr10:46250561,46252460+46252458-46252587	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
FAM21C	HsaALTA0003160-2/2	chr10:46252458-46252587	2	chr10:46250561,46252460+46252458-46252587	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
TMEM134	HsaALTA0008739-1/2	chr11:67232566-67232571	0	chr11:67234783,67232566-67232738+67232571	Alt3	100.00	Pass	100.00	Pass	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass
TMEM134	HsaALTA0008739-2/2	chr11:67232566-67232738	167	chr11:67234783,67232566-67232738+67232571	Alt3	0.00	Pass	0.00	Pass	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass
ZMAT3	HsaALTA0009706-1/2	chr3:-178743013	0	chr3:178745211,-178743016+178743013	Alt3	0.00	Fail	100.00	Fail	71.43	Fail	0.00	Fail	NA	Fail	30.00	Fail
ZMAT3	HsaALTA0009706-2/2	chr3:-178743016	3	chr3:178745211,-178743016+178743013	Alt3	100.00	Fail	0.00	Fail	28.57	Fail	100.00	Fail	NA	Fail	70.00	Fail
ANUBL1	HsaALTA0000489-1/2	chr10:46144411-46144547	0	chr10:46147414,46144411-46144550+46144547	Alt3	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
ANUBL1	HsaALTA0000489-2/2	chr10:46144411-46144550	3	chr10:46147414,46144411-46144550+46144547	Alt3	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
CORO1B	HsaALTA0002095-1/2	chr11:67207644-67207723	0	chr11:67207806,67207644-67207734+67207723	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
CORO1B	HsaALTA0002095-2/2	chr11:67207644-67207734	11	chr11:67207806,67207644-67207734+67207723	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ZNF596	HsaALTA0009863-1/2	chr8:192918-193005	0	chr8:190907,192918+192887-193005	Alt3	57.14	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail
ZNF596	HsaALTA0009863-2/2	chr8:192887-193005	31	chr8:190907,192918+192887-193005	Alt3	42.86	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail
CFL1	HsaALTA0001824-1/2	chr11:65623420-65623677	0	chr11:65625568,65623420-65623713+65623677	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CFL1	HsaALTA0001824-2/2	chr11:65623420-65623713	36	chr11:65625568,65623420-65623713+65623677	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TMCC1	HsaALTA0008716-1/2	chr3:129576203-129576244	0	chr3:129599152,129576203-129576248+129576244	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	50.00	Fail
TMCC1	HsaALTA0008716-2/2	chr3:129576203-129576248	4	chr3:129599152,129576203-129576248+129576244	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	50.00	Fail
NAA16	HsaALTA0005526-1/2	chr13:41947797-41947816	0	chr13:41946966,41947797+41947773-41947816	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
NAA16	HsaALTA0005526-2/2	chr13:41947773-41947816	24	chr13:41946966,41947797+41947773-41947816	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DCP2	HsaALTA0002369-1/2	chr5:112316741-112316868	0	chr5:112312683,112316741+112316739-112316868	Alt3	3.64	Pass	0.00	Pass	0.00	Pass	8.91	Pass	0.00	Pass	0.00	Pass
DCP2	HsaALTA0002369-2/2	chr5:112316739-112316868	2	chr5:112312683,112316741+112316739-112316868	Alt3	96.36	Pass	100.00	Pass	100.00	Pass	91.09	Pass	100.00	Pass	100.00	Pass
AC100786.1	HsaALTA0000116-1/2	chr17:72200074-72200097	0	chr17:72199884,72200074+72200057-72200097	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AC100786.1	HsaALTA0000116-2/2	chr17:72200057-72200097	17	chr17:72199884,72200074+72200057-72200097	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RARG	HsaALTA0007000-1/2	chr12:53624953-53625016	0	chr12:53625758,53624953-53625019+53625016	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RARG	HsaALTA0007000-2/2	chr12:53624953-53625019	3	chr12:53625758,53624953-53625019+53625016	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CES3	HsaALTA0001821-1/2	chr16:67006580-67006649	0	chr16:67006408,67006580+67006571-67006649	Alt3	NA	Fail	NA	Fail	NA	Fail	0.00	Pass	NA	Fail	NA	Fail
CES3	HsaALTA0001821-2/2	chr16:67006571-67006649	9	chr16:67006408,67006580+67006571-67006649	Alt3	NA	Fail	NA	Fail	NA	Fail	100.00	Pass	NA	Fail	NA	Fail
CES3	HsaALTA0001822-1/2	chr16:67001690-67001802	0	chr16:67000768,67001690+67001686-67001802	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CES3	HsaALTA0001822-2/2	chr16:67001686-67001802	4	chr16:67000768,67001690+67001686-67001802	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SSH3	HsaALTA0008232-1/2	chr11:67074313-67074381	0	chr11:67072478,67074313+67074309-67074381	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
SSH3	HsaALTA0008232-2/2	chr11:67074309-67074381	4	chr11:67072478,67074313+67074309-67074381	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
SP3	HsaALTA0008132-1/2	chr2:174829238-174829270	0	chr2:174829893,174829238-174829281+174829270	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
SP3	HsaALTA0008132-2/2	chr2:174829238-174829281	11	chr2:174829893,174829238-174829281+174829270	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
SP3	HsaALTA0008133-1/2	chr2:174820809-174820956	0	chr2:174828489,174820809-174820960+174820956	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
SP3	HsaALTA0008133-2/2	chr2:174820809-174820960	4	chr2:174828489,174820809-174820960+174820956	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
EGFL7	HsaALTA0002785-1/5	chr9:139566423-139566445	0	chr9:139565466,139566423+139566410+139566387+139566381+139566378-139566445	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
EGFL7	HsaALTA0002785-2/5	chr9:139566410-139566445	13	chr9:139565466,139566423+139566410+139566387+139566381+139566378-139566445	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
EGFL7	HsaALTA0002785-3/5	chr9:139566387-139566445	36	chr9:139565466,139566423+139566410+139566387+139566381+139566378-139566445	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
EGFL7	HsaALTA0002785-4/5	chr9:139566381-139566445	42	chr9:139565466,139566423+139566410+139566387+139566381+139566378-139566445	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
EGFL7	HsaALTA0002785-5/5	chr9:139566378-139566445	45	chr9:139565466,139566423+139566410+139566387+139566381+139566378-139566445	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
EGFL7	HsaALTA0002786-1/2	chr9:139559147-139559237	0	chr9:139557560,139559147+139559144-139559237	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EGFL7	HsaALTA0002786-2/2	chr9:139559144-139559237	3	chr9:139557560,139559147+139559144-139559237	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NADSYN1	HsaALTA0005539-1/2	chr11:71191265-71191320	0	chr11:71189515,71191265+71191232-71191320	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NADSYN1	HsaALTA0005539-2/2	chr11:71191232-71191320	33	chr11:71189515,71191265+71191232-71191320	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NADSYN1	HsaALTA0005540-1/3	chr11:71191809-71191925	0	chr11:71189515,71191809+71191806+71191801-71191925	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
NADSYN1	HsaALTA0005540-2/3	chr11:71191806-71191925	3	chr11:71189515,71191809+71191806+71191801-71191925	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	2.30	Pass	0.00	Fail	0.00	Fail
NADSYN1	HsaALTA0005540-3/3	chr11:71191801-71191925	8	chr11:71189515,71191809+71191806+71191801-71191925	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	97.70	Pass	100.00	Fail	100.00	Fail
DHCR7	HsaALTA0002470-1/2	chr11:71155055-71155165	0	chr11:71155901,71155055-71155261+71155165	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DHCR7	HsaALTA0002470-2/2	chr11:71155055-71155261	96	chr11:71155901,71155055-71155261+71155165	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
LVRN	HsaALTA0004882-1/2	chr5:115341609-115341664	0	chr5:115339077,115341609+115341486-115341664	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LVRN	HsaALTA0004882-2/2	chr5:115341486-115341664	123	chr5:115339077,115341609+115341486-115341664	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ANKRD13D	HsaALTA0000454-1/2	chr11:67067464-67067505	0	chr11:67067359,67067464+67067463-67067505	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
ANKRD13D	HsaALTA0000454-2/2	chr11:67067463-67067505	1	chr11:67067359,67067464+67067463-67067505	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
ANKRD13D	HsaALTA0000455-1/2	chr11:67068979-67069118	0	chr11:67068869,67068979+67068959-67069118	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ANKRD13D	HsaALTA0000455-2/2	chr11:67068959-67069118	20	chr11:67068869,67068979+67068959-67069118	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
ANKRD13D	HsaALTA0000456-1/2	chr11:67069260-67069294	0	chr11:67069122,67069260+67069203-67069294	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
ANKRD13D	HsaALTA0000456-2/2	chr11:67069203-67069294	57	chr11:67069122,67069260+67069203-67069294	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
MRGPRF	HsaALTA0005322-1/2	chr11:68777322-68777425	0	chr11:68780551,68777322-68777436+68777425	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
MRGPRF	HsaALTA0005322-2/2	chr11:68777322-68777436	11	chr11:68780551,68777322-68777436+68777425	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
PHF8	HsaALTA0006251-1/3	chrX:54069064-54069242	0	chrX:54070195,54069064-54069269+54069253+54069242	Alt3	0.00	Pass	6.68	Pass	0.00	Fail	0.00	Pass	0.00	Pass	1.26	Pass
PHF8	HsaALTA0006251-2/3	chrX:54069064-54069253	11	chrX:54070195,54069064-54069269+54069253+54069242	Alt3	100.00	Pass	91.65	Pass	100.00	Fail	89.70	Pass	100.00	Pass	98.74	Pass
PHF8	HsaALTA0006251-3/3	chrX:54069064-54069269	27	chrX:54070195,54069064-54069269+54069253+54069242	Alt3	0.00	Pass	1.67	Pass	0.00	Fail	10.30	Pass	0.00	Pass	0.00	Pass
LCLAT1	HsaALTA0004717-1/2	chr2:30699443-30699501	0	chr2:30670249,30699443+30699268-30699501	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	97.22	Fail	100.00	Fail
LCLAT1	HsaALTA0004717-2/2	chr2:30699268-30699501	175	chr2:30670249,30699443+30699268-30699501	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	2.78	Fail	0.00	Fail
KAT5	HsaALTA0004442-1/2	chr11:65482131-65482177	0	chr11:65481319,65482131+65481966-65482177	Alt3	10.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	14.00	Pass
KAT5	HsaALTA0004442-2/2	chr11:65481966-65482177	165	chr11:65481319,65482131+65481966-65482177	Alt3	90.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	86.00	Pass
ARPP21	HsaALTA0000685-1/2	chr3:35778675-35778744	0	chr3:35771028,35778675+35778670-35778744	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARPP21	HsaALTA0000685-2/2	chr3:35778670-35778744	5	chr3:35771028,35778675+35778670-35778744	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARPP21	HsaALTA0000686-1/2	chr3:35781013-35781069	0	chr3:35779810,35781013+35780809-35781069	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARPP21	HsaALTA0000686-2/2	chr3:35780809-35781069	204	chr3:35779810,35781013+35780809-35781069	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ADRBK1	HsaALTA0000254-1/2	chr11:67049746-67049832	0	chr11:67049423,67049746+67049742-67049832	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.35	Pass
ADRBK1	HsaALTA0000254-2/2	chr11:67049742-67049832	4	chr11:67049423,67049746+67049742-67049832	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	99.65	Pass
ADRBK1	HsaALTA0000255-1/2	chr11:67049906-67050013	0	chr11:67049836,67049906+67049841-67050013	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ADRBK1	HsaALTA0000255-2/2	chr11:67049841-67050013	65	chr11:67049836,67049906+67049841-67050013	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
ADRBK1	HsaALTA0000256-1/2	chr11:67052549-67052630	0	chr11:67052454,67052549+67052546-67052630	Alt3	0.00	Fail	0.00	Fail	3.85	Pass	3.85	Pass	0.00	Pass	7.74	Pass
